SSC_CODE_2016,SSC_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RATIO,PERCENTAGE
10523,Bourkelands,113,Riverina,1,100
10524,Bournda,101,Capital Region,1,100
10525,Bournewood,105,Far West and Orana,1,100
10526,Bow Bowing,123,Sydney - Outer South West,1,100
10527,Bowan Park,103,Central West,1,100
10528,Bowen Mountain,115,Sydney - Baulkham Hills and Hawkesbury,1,100
10529,Bowenfels,103,Central West,1,100
10530,Bowling Alley Point,110,New England and North West,1,100
10531,Bowman,108,Mid North Coast,1,100
10532,Bowman Farm,108,Mid North Coast,1,100
10533,Bowmans Creek,106,Hunter Valley exc Newcastle,1,100
10534,Bowna,109,Murray,1,100
10535,Bowning,101,Capital Region,1,100
10536,Bowral,114,Southern Highlands and Shoalhaven,1,100
10537,Bowraville,108,Mid North Coast,1,100
10538,Box Head,102,Central Coast,1,100
10539,Box Hill (NSW),115,Sydney - Baulkham Hills and Hawkesbury,1,100
10540,Box Ridge,105,Far West and Orana,1,100
10541,Boxers Creek,101,Capital Region,1,100
10542,Boydtown,101,Capital Region,1,100
10543,Bradbury (NSW),123,Sydney - Outer South West,1,100
10544,Braefield,110,New England and North West,1,100
10545,Braemar,114,Southern Highlands and Shoalhaven,1,100
10546,Braemar Bay,101,Capital Region,1,100
10547,Braidwood,101,Capital Region,1,100
10548,Brandy Hill,106,Hunter Valley exc Newcastle,1,100
10549,Branxton,106,Hunter Valley exc Newcastle,1,100
10550,Braunstone,104,Coffs Harbour - Grafton,1,100
10551,Brawboy,106,Hunter Valley exc Newcastle,1,100
10552,Bray Park (NSW),112,Richmond - Tweed,1,100
10553,Brays Creek,112,Richmond - Tweed,1,100
10554,Brayton,101,Capital Region,1,100
10555,Breadalbane (NSW),101,Capital Region,1,100
10556,Breakfast Creek,103,Central West,1,100
10557,Breakfast Point,120,Sydney - Inner West,1,100
10558,Bream Beach,114,Southern Highlands and Shoalhaven,1,100
10559,Bredbo,101,Capital Region,1,100
10560,Breelong,105,Far West and Orana,1,100
10561,Breeza,110,New England and North West,1,100
10562,Bretti,108,Mid North Coast,1,100
10563,Brewarrina,105,Far West and Orana,1,100
10564,Brewongle,103,Central West,1,100
10565,Briarbrook,110,New England and North West,1,100
10566,Bribbaree,101,Capital Region,0.9097222,90.9722165
10566,Bribbaree,103,Central West,0.0902778,9.0277835
10567,Bridgman,106,Hunter Valley exc Newcastle,1,100
10568,Brierfield,104,Coffs Harbour - Grafton,1,100
10569,Brighton-le-Sands,119,Sydney - Inner South West,1,100
10570,Brightwaters,111,Newcastle and Lake Macquarie,1,100
10571,Bril Bril,108,Mid North Coast,1,100
10572,Brimbin,108,Mid North Coast,1,100
10573,Brindabella,113,Riverina,1,100
10574,Brinerville,104,Coffs Harbour - Grafton,1,100
10575,Bringelly,127,Sydney - South West,1,100
10576,Bringenbrong,113,Riverina,1,100
10577,Brisbane Grove,101,Capital Region,1,100
10578,Broadmeadow,111,Newcastle and Lake Macquarie,1,100
10579,Broadwater (Bega Valley - NSW),101,Capital Region,1,100
10580,Broadwater (Richmond Valley - NSW),112,Richmond - Tweed,1,100
10581,Broadway,101,Capital Region,1,100
10582,Brobenah,113,Riverina,1,100
10583,Brocklehurst,105,Far West and Orana,1,100
10584,Brocklesby,109,Murray,1,100
10585,Brockley,110,New England and North West,1,100
10586,Brodies Plains,110,New England and North West,1,100
10587,Brogans Creek,103,Central West,1,100
10588,Brogers Creek,114,Southern Highlands and Shoalhaven,1,100
10589,Brogo,101,Capital Region,1,100
10590,Broke (NSW),106,Hunter Valley exc Newcastle,1,100
10591,Broken Head,112,Richmond - Tweed,1,100
10592,Broken Hill,105,Far West and Orana,1,100
10593,Brombin,108,Mid North Coast,1,100
10594,Bronte,118,Sydney - Eastern Suburbs,1,100
10595,Brookdale (NSW),113,Riverina,1,100
10596,Brookfield (NSW),106,Hunter Valley exc Newcastle,1,100
10597,Brooklana,104,Coffs Harbour - Grafton,1,100
10598,Brooklet,112,Richmond - Tweed,1,100
10599,Brooklyn (NSW),121,Sydney - North Sydney and Hornsby,1,100
10600,Brookong,113,Riverina,1,100
10601,Brookvale,122,Sydney - Northern Beaches,1,100
10602,Brooman,114,Southern Highlands and Shoalhaven,1,100
10603,Brooms Head,104,Coffs Harbour - Grafton,1,100
10604,Broughams Gate,105,Far West and Orana,1,100
10605,Broughton (NSW),114,Southern Highlands and Shoalhaven,1,100
10606,Broughton Vale,114,Southern Highlands and Shoalhaven,1,100
10607,Broughton Village,107,Illawarra,1,100
10608,Broulee,101,Capital Region,1,100
10609,Brownlow Hill,123,Sydney - Outer South West,1,100
10610,Browns Creek,103,Central West,1,100
10611,Browns Mountain,114,Southern Highlands and Shoalhaven,1,100
10612,Brownsville,107,Illawarra,1,100
10613,Brucedale,113,Riverina,1,100
10614,Bruie Plains,103,Central West,1,100
10615,Bruinbun,103,Central West,1,100
10616,Brumby Plains,112,Richmond - Tweed,1,100
10617,Brundee,114,Southern Highlands and Shoalhaven,1,100
10618,Brungle,113,Riverina,1,100
10619,Brungle Creek,113,Riverina,1,100
10620,Brunkerville,106,Hunter Valley exc Newcastle,1,100
10621,Brunswick Heads,112,Richmond - Tweed,1,100
10622,Brushgrove,104,Coffs Harbour - Grafton,1,100
10623,Brushy Creek,110,New England and North West,1,100
10624,Buangla,114,Southern Highlands and Shoalhaven,1,100
10625,Bucca (NSW),104,Coffs Harbour - Grafton,1,100
10626,Bucca Wauka,108,Mid North Coast,1,100
10627,Buccarumbi,104,Coffs Harbour - Grafton,1,100
10628,Buchanan (NSW),106,Hunter Valley exc Newcastle,1,100
10629,Buckajo,101,Capital Region,1,100
10630,Buckaroo,103,Central West,1,100
10631,Buckenbowra,101,Capital Region,1,100
10632,Buckenderra,101,Capital Region,1,100
10633,Buckendoon,112,Richmond - Tweed,1,100
10634,Bucketty,106,Hunter Valley exc Newcastle,0.9999999,99.9999946
10635,Buckra Bendinni,108,Mid North Coast,1,100
10636,Budawang,101,Capital Region,0.9999988,99.9998824
10637,Buddabadah,105,Far West and Orana,1,100
10638,Budden,103,Central West,1,100
10639,Budderoo,107,Illawarra,1,100
10640,Buddong,113,Riverina,1,100
10641,Budgee Budgee (NSW),103,Central West,1,100
10642,Budgewoi,102,Central Coast,1,100
10643,Budgewoi Peninsula,102,Central Coast,1,100
10644,Budgong,114,Southern Highlands and Shoalhaven,1,100
10645,Buff Point,102,Central Coast,1,100
10646,Bugaldie,105,Far West and Orana,1,100
10647,Bukalong,101,Capital Region,1,100
10648,Bukkulla,110,New England and North West,1,100
10649,Bulahdelah,108,Mid North Coast,1,100
10650,Bulee,114,Southern Highlands and Shoalhaven,1,100
10651,Bulga (NSW),106,Hunter Valley exc Newcastle,1,100
10652,Bulga Forest,108,Mid North Coast,1,100
10653,Bulgary,113,Riverina,1,100
10654,Bulla (NSW),105,Far West and Orana,1,100
10655,Bulla Creek,101,Capital Region,1,100
10656,Bullaburra,124,Sydney - Outer West and Blue Mountains,1,100
10657,Bullagreen,105,Far West and Orana,1,100
10658,Bullarah,110,New England and North West,1,100
10659,Bullatale,109,Murray,1,100
10660,Bullawa Creek,110,New England and North West,1,100
10661,Bulldog,104,Coffs Harbour - Grafton,1,100
10662,Bulli,107,Illawarra,1,100
10663,Bulliac,108,Mid North Coast,1,100
10664,Bullio,114,Southern Highlands and Shoalhaven,1,100
10665,Bulyeroi,110,New England and North West,1,100
10666,Bumbaldry,103,Central West,1,100
10667,Bumbalong,101,Capital Region,1,100
10668,Bundabah,106,Hunter Valley exc Newcastle,1,100
10669,Bundagen,104,Coffs Harbour - Grafton,1,100
10670,Bundanoon (NSW),114,Southern Highlands and Shoalhaven,1,100
10671,Bundarra,110,New England and North West,1,100
10672,Bundeena,128,Sydney - Sutherland,1,100
10673,Bundella,110,New England and North West,1,100
10674,Bundemar,105,Far West and Orana,1,100
10675,Bundewallah,114,Southern Highlands and Shoalhaven,1,100
10676,Bundook,108,Mid North Coast,1,100
10677,Bundure,109,Murray,1,100
10678,Bungaba,103,Central West,1,100
10679,Bungabbee,112,Richmond - Tweed,1,100
10680,Bungalora,112,Richmond - Tweed,1,100
10681,Bungarby,101,Capital Region,1,100
10682,Bungarribee,116,Sydney - Blacktown,1,100
10683,Bungawalbin,112,Richmond - Tweed,1,100
10684,Bungendore,101,Capital Region,1,100
10685,Bungonia,101,Capital Region,1,100
10686,Bungowannah,109,Murray,1,100
10687,Bungwahl,108,Mid North Coast,1,100
10688,Bunnaloo,109,Murray,1,100
10689,Bunnan,106,Hunter Valley exc Newcastle,1,100
10690,Bunyah,108,Mid North Coast,1,100
10691,Bunyan,101,Capital Region,1,100
10692,Burcher,103,Central West,1,100
10693,Bureen,106,Hunter Valley exc Newcastle,1,100
10694,Burnt Bridge,108,Mid North Coast,1,100
10695,Burnt Yards,103,Central West,1,100
10696,Buronga,109,Murray,1,100
10697,Burra (Queanbeyan-Palerang Regional - NSW),101,Capital Region,1,100
10698,Burra (Snowy Valleys - NSW),113,Riverina,1,100
10699,Burra Creek,113,Riverina,1,100
10700,Burraboi,109,Murray,1,100
10701,Burradoo,114,Southern Highlands and Shoalhaven,1,100
10702,Burraga,103,Central West,1,100
10703,Burragate,101,Capital Region,1,100
10704,Burrandana,113,Riverina,1,100
10705,Burraneer,128,Sydney - Sutherland,1,100
10706,Burrangong,101,Capital Region,1,100
10707,Burrapine,108,Mid North Coast,1,100
10708,Burrawang,114,Southern Highlands and Shoalhaven,1,100
10709,Burrell Creek,108,Mid North Coast,1,100
10710,Burren Junction,105,Far West and Orana,1,100
10711,Burrier,114,Southern Highlands and Shoalhaven,1,100
10712,Burrill Lake,114,Southern Highlands and Shoalhaven,1,100
10713,Burringbar,112,Richmond - Tweed,1,100
10714,Burrinjuck,101,Capital Region,1,100
10715,Burroway,105,Far West and Orana,1,100
10716,Burrumbuttock,109,Murray,1,100
10717,Burrundulla,103,Central West,1,100
10718,Burwood (NSW),120,Sydney - Inner West,1,100
10719,Burwood Heights,120,Sydney - Inner West,1,100
10720,Busby,127,Sydney - South West,1,100
10721,Busbys Flat,112,Richmond - Tweed,1,100
10722,Bushells Ridge,102,Central Coast,1,100
10723,Buttaba,111,Newcastle and Lake Macquarie,1,100
10724,Buttai,106,Hunter Valley exc Newcastle,1,100
10725,Butterwick,106,Hunter Valley exc Newcastle,1,100
10726,Buxton (NSW),123,Sydney - Outer South West,1,100
10727,Byabarra,108,Mid North Coast,1,100
10728,Byadbo Wilderness,101,Capital Region,1,100
10729,Byangum,112,Richmond - Tweed,1,100
10730,Bylong,103,Central West,1,100
10731,Byng,103,Central West,1,100
10732,Byrock,105,Far West and Orana,1,100
10733,Byron Bay,112,Richmond - Tweed,1,100
10734,Byrrill Creek,112,Richmond - Tweed,1,100
10735,Bywong,101,Capital Region,1,100
10736,Cabarita (NSW),120,Sydney - Inner West,1,100
10737,Cabarita Beach,112,Richmond - Tweed,1,100
10738,Cabbage Tree Island (Ballina - NSW),112,Richmond - Tweed,1,100
10739,Cabbage Tree Island (Mid-Coast - NSW),108,Mid North Coast,1,100
10740,Cabramatta,127,Sydney - South West,1,100
10741,Cabramatta West,127,Sydney - South West,1,100
10742,Cabramurra,113,Riverina,1,100
10743,Caddens,124,Sydney - Outer West and Blue Mountains,1,100
10744,Cadgee (NSW),101,Capital Region,1,100
10745,Cadia,103,Central West,1,100
10746,Caffreys Flat,108,Mid North Coast,1,100
10747,Cairncross,108,Mid North Coast,1,100
10748,Calala,110,New England and North West,1,100
10749,Calamia,104,Coffs Harbour - Grafton,1,100
10750,Calderwood,107,Illawarra,1,100
10751,Caldwell,109,Murray,1,100
10752,Calga,102,Central Coast,1,100
10753,Califat,113,Riverina,1,100
10754,Calimo,109,Murray,1,100
10755,Callaghan,111,Newcastle and Lake Macquarie,1,100
10756,Callaghans Creek,108,Mid North Coast,1,100
10757,Callala Bay,114,Southern Highlands and Shoalhaven,1,100
10758,Callala Beach,114,Southern Highlands and Shoalhaven,1,100
10759,Calliope (NSW),104,Coffs Harbour - Grafton,1,100
10760,Caloola,103,Central West,1,100
10761,Cambalong,101,Capital Region,1,100
10762,Camberwell (NSW),106,Hunter Valley exc Newcastle,1,100
10763,Cambewarra,114,Southern Highlands and Shoalhaven,1,100
10764,Cambewarra Village,114,Southern Highlands and Shoalhaven,1,100
10765,Camboon (NSW),103,Central West,1,100
10766,Cambra,106,Hunter Valley exc Newcastle,1,100
10767,Cambridge Gardens,124,Sydney - Outer West and Blue Mountains,1,100
10768,Cambridge Park,124,Sydney - Outer West and Blue Mountains,1,100
10769,Cambridge Plateau,112,Richmond - Tweed,1,100
10770,Camden,123,Sydney - Outer South West,1,100
10771,Camden Head,108,Mid North Coast,1,100
10772,Camden Park (NSW),123,Sydney - Outer South West,1,100
10773,Camden South,123,Sydney - Outer South West,1,100
10774,Camellia,125,Sydney - Parramatta,1,100
10775,Cameron Park,111,Newcastle and Lake Macquarie,1,100
10776,Camerons Creek,110,New England and North West,1,100
10777,Camira (NSW),112,Richmond - Tweed,1,100
10778,Cammeray,121,Sydney - North Sydney and Hornsby,1,100
10779,Camp Creek (NSW),110,New England and North West,1,100
10780,Campbelltown (NSW),123,Sydney - Outer South West,1,100
10781,Camperdown (NSW),117,Sydney - City and Inner South,1,100
10782,Campsie,119,Sydney - Inner South West,1,100
10783,Campvale,106,Hunter Valley exc Newcastle,1,100
10784,Cams Wharf,111,Newcastle and Lake Macquarie,1,100
10785,Canada Bay,120,Sydney - Inner West,1,100
10786,Canadian Lead,103,Central West,1,100
10787,Canbelego,105,Far West and Orana,1,100
10788,Candelo,101,Capital Region,1,100
10789,Cangai,104,Coffs Harbour - Grafton,1,100
10790,Caniaba,112,Richmond - Tweed,1,100
10791,Canley Heights,127,Sydney - South West,1,100
10792,Canley Vale,127,Sydney - South West,1,100
10793,Canobolas,103,Central West,1,100
10794,Canoelands,115,Sydney - Baulkham Hills and Hawkesbury,1,100
10795,Canonba,105,Far West and Orana,1,100
10796,Canowindra,103,Central West,1,100
10797,Canterbury (NSW),119,Sydney - Inner South West,0.5878107,58.7810697
10797,Canterbury (NSW),120,Sydney - Inner West,0.4121893,41.2189303
10798,Canton Beach,102,Central Coast,1,100
10799,Canyonleigh,114,Southern Highlands and Shoalhaven,1,100
10800,Caparra,108,Mid North Coast,1,100
10801,Capeen Creek,112,Richmond - Tweed,1,100
10802,Capertee,103,Central West,1,100
10803,Capoompeta,110,New England and North West,1,100
10804,Captains Flat,101,Capital Region,1,100
10805,Carabost,109,Murray,1,100
10806,Caragabal,103,Central West,1,100
10807,Carcalgong,103,Central West,1,100
10808,Carcoar,103,Central West,1,100
10809,Cardiff (NSW),111,Newcastle and Lake Macquarie,1,100
10810,Cardiff Heights,111,Newcastle and Lake Macquarie,1,100
10811,Cardiff South,111,Newcastle and Lake Macquarie,1,100
10812,Carey Bay,111,Newcastle and Lake Macquarie,1,100
10813,Cargo,103,Central West,1,100
10814,Carinda,105,Far West and Orana,1,100
10815,Caringbah,128,Sydney - Sutherland,1,100
10816,Caringbah South,128,Sydney - Sutherland,1,100
10817,Carlaminda,101,Capital Region,1,100
10818,Carlingford,125,Sydney - Parramatta,1,100
10819,Carlton (NSW),119,Sydney - Inner South West,1,100
10820,Carnes Hill,127,Sydney - South West,1,100
10821,Carnham,104,Coffs Harbour - Grafton,1,100
10822,Carool,112,Richmond - Tweed,1,100
10823,Caroona,110,New England and North West,1,100
10824,Carrabolla,106,Hunter Valley exc Newcastle,1,100
10825,Carrai,108,Mid North Coast,1,100
10826,Carramar (NSW),125,Sydney - Parramatta,1,100
10827,Carrathool,113,Riverina,1,100
10828,Carrick (NSW),101,Capital Region,1,100
10829,Carrington (Mid-Coast - NSW),106,Hunter Valley exc Newcastle,1,100
10830,Carrington (Newcastle - NSW),111,Newcastle and Lake Macquarie,1,100
10831,Carrington Falls,114,Southern Highlands and Shoalhaven,1,100
10832,Carroll,110,New England and North West,1,100
10833,Carrowbrook,106,Hunter Valley exc Newcastle,1,100
10834,Carrs Creek,104,Coffs Harbour - Grafton,1,100
10835,Carrs Island,104,Coffs Harbour - Grafton,1,100
10836,Carrs Peninsula,104,Coffs Harbour - Grafton,1,100
10837,Carss Park,119,Sydney - Inner South West,1,100
10838,Cartwright,127,Sydney - South West,1,100
10839,Cartwrights Hill,113,Riverina,1,100
10840,Carwell,103,Central West,1,100
10841,Carwoola,101,Capital Region,1,100
10842,Cascade (NSW),104,Coffs Harbour - Grafton,1,100
10843,Casino,112,Richmond - Tweed,1,100
10844,Cassilis (NSW),103,Central West,0.0128205,1.282051
10844,Cassilis (NSW),106,Hunter Valley exc Newcastle,0.9871795,98.717949
10845,Castle Cove,121,Sydney - North Sydney and Hornsby,1,100
10846,Castle Doyle,110,New England and North West,1,100
10847,Castle Hill (NSW),115,Sydney - Baulkham Hills and Hawkesbury,1,100
10848,Castle Rock,106,Hunter Valley exc Newcastle,1,100
10849,Castlecrag,121,Sydney - North Sydney and Hornsby,1,100
10850,Castlereagh,124,Sydney - Outer West and Blue Mountains,1,100
10851,Casuarina (NSW),112,Richmond - Tweed,1,100
10852,Casula,127,Sydney - South West,1,100
10853,Catalina,101,Capital Region,1,100
10854,Cataract,107,Illawarra,1,100
10855,Cathcart (NSW),101,Capital Region,1,100
10856,Catherine Field,127,Sydney - South West,1,100
10857,Catherine Hill Bay,111,Newcastle and Lake Macquarie,1,100
10858,Cathundral,105,Far West and Orana,1,100
10859,Cattai,115,Sydney - Baulkham Hills and Hawkesbury,1,100
10860,Cattle Creek (NSW),110,New England and North West,1,100
10861,Cavan (NSW),101,Capital Region,1,100
10862,Caves Beach,111,Newcastle and Lake Macquarie,1,100
10863,Cawdor (NSW),123,Sydney - Outer South West,1,100
10864,Cawongla,112,Richmond - Tweed,1,100
10865,Cecil Hills,127,Sydney - South West,1,100
10866,Cecil Park,127,Sydney - South West,1,100
10867,Cedar Brush Creek,102,Central Coast,1,100
10868,Cedar Creek (Cessnock - NSW),106,Hunter Valley exc Newcastle,1,100
10869,Cedar Creek (Tweed - NSW),112,Richmond - Tweed,1,100
10870,Cedar Party,108,Mid North Coast,1,100
10871,Cedar Point,112,Richmond - Tweed,1,100
10872,Cells River,108,Mid North Coast,1,100
10873,Centennial Park (NSW),118,Sydney - Eastern Suburbs,1,100
10874,Central Colo,115,Sydney - Baulkham Hills and Hawkesbury,1,100
10875,Central Macdonald,115,Sydney - Baulkham Hills and Hawkesbury,1,100
10876,Central Mangrove,102,Central Coast,1,100
10877,Central Tilba,101,Capital Region,1,100
10878,Cessnock,106,Hunter Valley exc Newcastle,1,100
10879,Chaelundi,104,Coffs Harbour - Grafton,1,100
10880,Chain Valley Bay,102,Central Coast,1,100
10881,Chakola,101,Capital Region,1,100
10882,Chambigne,104,Coffs Harbour - Grafton,1,100
10883,Charbon,103,Central West,1,100
10884,Charles Sturt University,113,Riverina,1,100
10885,Charlestown (NSW),111,Newcastle and Lake Macquarie,1,100
10886,Charleys Forest,101,Capital Region,1,100
10887,Charlotte Bay,108,Mid North Coast,1,100
10888,Charlton (NSW),103,Central West,1,100
10889,Charmhaven,102,Central Coast,1,100
10890,Chatham Valley,103,Central West,1,100
10891,Chatsbury,101,Capital Region,1,100
10892,Chatswood,121,Sydney - North Sydney and Hornsby,1,100
10893,Chatswood West,121,Sydney - North Sydney and Hornsby,1,100
10894,Chatsworth (NSW),104,Coffs Harbour - Grafton,1,100
10895,Cheero Point,102,Central Coast,1,100
10896,Cheltenham (NSW),126,Sydney - Ryde,1,100
10897,Cherry Tree Hill,110,New England and North West,1,100
10898,Cherrybrook,115,Sydney - Baulkham Hills and Hawkesbury,1,100
10899,Chester Hill,125,Sydney - Parramatta,1,100
